Bouquets, Product Name ,Design,Lenght/ cm,Bouquet Lenght / inches,Box type,units / Box,Stems / Bouquet,Price by,DSD Fedex,DSD Fedex HIGH SEASON
Novelty,Banana Fingers black,,15,6.0,1/8-P6,8,1,Price by stem,$8.19,$9.03
Novelty,Banana Fingers green,,15,6.0,1/8-P6,12,1,Price by stem,$5.68,$6.27
Novelty,Banana Fingers green pick,,50,19.9,1/8-P6,12,1,Price by stem,$7.68,$7.42
Novelty,Night Torch,,50,19.9,HB,35,1,Price by stem,$4.74,$5.36
Novelty,Night Torch,,50,19.9,QB,16,1,Price by stem,$5.38,$5.99
Novelty,Night Torch,,50,19.9,1/8C,8,1,Price by stem,$7.38,$8.10
Novelty,Cacao pods decorative,,17,6.7,1/8CC,9,1,Price by unit,$14.48,$16.30
Novelty,Black Kiss,,70,27.8,QB-P9,20,1,Price by stem,$6.69,$7.54
Novelty,Black Kiss,,70,27.8,1/8C,10,1,Price by stem,$7.39,$8.19
Novelty,Costus Barbatus,,60,23.8,HB,100,5,Price by stem,$1.62,$1.84
Novelty,Costus Barbatus,,60,23.8,QB,50,5,Price by stem,$1.75,$1.94
Novelty,Costus Barbatus,,60,23.8,1/8C,25,5,Price by stem,$2.39,$2.62
Novelty,French Kiss,,70,27.8,HB,100,5,Price by stem,$1.25,$1.41
Novelty,French Kiss,,70,27.8,QB,50,5,Price by stem,$1.38,$1.51
Novelty,French Kiss,,70,27.8,1/8C,25,5,Price by stem,$2.02,$2.19
Novelty,Anana Torch,,50,19.9,BB,20,1,Price by stem,$5.74,$6.44
Novelty,Anana Torch,,50,19.9,1/8C,10,1,Price by stem,$7.01,$7.75
Novelty,Anana Lucidus,,50,19.9,QB,100,1,Price by stem,$1.85,$2.09
Novelty,Anana Lucidus,,50,19.9,1/8,40,1,Price by stem,$2.15,$2.39
Novelty,Anana Lucidus,,50,19.9,GB-M,20,1,Price by stem,$2.89,$3.16
Novelty,Anana Lucidus with Leaves,,50,19.9,HB,40,1,Price by stem,$4.94,$5.60
Novelty,Anana Lucidus with Leaves,,50,19.9,QB,20,1,Price by stem,$5.25,$5.88
Novelty,Calathea Yellow,,70-90,27-35,QB-P7,20,1,Price by stem,$5.39,$6.03
Novelty,Calathea Yellow,,75,29.8,1/8,10,1,Price by stem,$5.83,$6.38
Novelty,Calathea Brown with leaves,,90,35.7,QB-P8,10,1,Price by stem,$8.83,$9.83
Novelty,Calathea green ice,,60,23.8,QB,20,1,Price by stem,$5.28,$5.91
Novelty,Calathea green ice,,60,23.8,1/8,10,1,Price by stem,$5.97,$6.54
Novelty,Caryota Fresh L,,50,19.9,HB-P16,5,1,Price by stem,$30.32,$34.25
Novelty,Caryota Fresh M,,40,15.9,HB-P13,12,1,Price by stem,$14.82,$16.78
Novelty,Caryota Fresh M,,40,15.9,BB-P13,6,1,Price by stem,$22.67,$25.56
Novelty,Caryota Fresh S,,30,11.9,BB-P9,15,1,Price by stem,$10.68,$12.08
Novelty,Giant Green Large (not USA),,130x130,51.0,XL-135*135*18,2,1,Price by stem,$312.22,$351.85
Novelty,Giant Green Medium (not USA),,80x125,32.0,XL-125x100,2,1,Price by stem,$234.19,$261.93
Novelty,Asclepia 5 to 7 balls,,60,23.8,HB,40,5,Price by stem,$3.59,$4.04
Novelty,Asclepia 5 to 7 balls,,60,23.8,QB,20,5,Price by stem,$3.90,$4.32
Novelty,Asclepia 3 to 5 balls,,60,23.8,HB,45,5,Price by stem,$3.17,$3.57
Novelty,Asclepia 3 to 5 balls,,60,23.8,QB,25,5,Price by stem,$3.22,$3.58
Novelty,Asclepia 1 to 2 balls,,60,23.8,QB,35,5,Price by stem,$2.59,$2.88
Novelty,Chili Fat Green Stem,,90,35.7,HB,8,1,Price by stem,$12.27,$13.71
Novelty,Hibiscus Sabdariffa,,90,35.7,HB,20,1,Price by stem,$5.88,$6.60
Novelty,Hibiscus Sabdariffa,,90,35.7,QB,10,1,Price by stem,$6.51,$7.16
Novelty,Kangaroo Paw,,60,23.8,QB,60,5,Price by stem,$1.75,$1.97
Anthuriums 12-14cm head,Anthurium Red XLarge,"Tropicana, sharan, casino, calisto, choco",50,19.9,QB,40,1,Price by stem,$3.23,$3.63
Anthuriums 12-14cm head,Anthurium Red XLarge,"Tropicana, sharan, casino, calisto, choco",50,19.9,1/8C,20,1,Price by stem,$4.03,$4.47
Anthuriums 10-12cm head,Anthurium Red Large,"Tropicana, sharan, casino, calisto, choco",50,19.9,QB,60,1,Price by stem,$2.58,$2.92
Anthuriums 10-12cm head,Anthurium Red Large,"Tropicana, sharan, casino, calisto, choco",50,19.9,1/8C,30,1,Price by stem,$3.12,$3.49
Anthuriums 8-10cm head,Anthurium Red Medium,"Tropicana, sharan, casino, calisto, choco",50,19.9,QB,70,1,Price by stem,$2.28,$2.57
Anthuriums 8-10cm head,Anthurium Red Medium,"Tropicana, sharan, casino, calisto, choco",50,19.9,1/8c,35,1,Price by stem,$2.73,$3.05
Anthuriums 12-14cm head,Anthurium Hot Pink XLarge,"Sante, Cheers, hot pink, Rose, senator",50,19.9,QB,40,1,Price by stem,$3.23,$3.63
Anthuriums 12-14cm head,Anthurium Hot Pink XLarge,"Sante, Cheers, hot pink, Rose, senator",50,19.9,1/8C,20,1,Price by stem,$4.03,$4.47
Anthuriums 10-12cm head,Anthurium Hot Pink Large,"Sante, Cheers, hot pink, Rose, senator",50,19.9,QB,60,1,Price by stem,$2.58,$2.92
Anthuriums 10-12cm head,Anthurium Hot Pink Large,"Sante, Cheers, hot pink, Rose, senator",50,19.9,1/8,30,1,Price by stem,$2.82,$3.13
Anthuriums 8-10cm head,Anthurium Hot Pink Medium,"Sante, Cheers, hot pink, Rose, senator",50,19.9,QB,70,1,Price by stem,$2.28,$2.57
Anthuriums 8-10cm head,Anthurium Hot Pink Medium,"Sante, Cheers, hot pink, Rose, senator",50,19.9,1/8C,35,1,Price by stem,$2.73,$3.05
Anthuriums 12-14cm head,Anthurium Rosa/ Santé/ Cheers/Senator XLarge,,50,"19,9",QB,40,1,Price by stem,"$4,17","$4,72"
Anthuriums 12-14cm head,Anthurium Rosa/ Santé/ Cheers/Senator XLarge,,50,"19,9",1/8C,20,1,Price by stem,"$4,97","$5,56"
Anthuriums 10-12cm head,Anthurium Rosa/ Santé/ Cheers/Senator Large,,50,"19,9",QB,60,1,Price by stem,"$3,49","$3,97"
Anthuriums 10-12cm head,Anthurium Rosa/ Santé/ Cheers/Senator Large,,50,"19,9",1/8C,30,1,Price by stem,"$4,03","$4,54"
Anthuriums 8-10cm head,Anthurium Rosa/ Santé/ Cheers/Senator Medium,,50,"19,9",QB,70,1,Price by stem,"$3,17","$3,60"
Anthuriums 8-10cm head,Anthurium Rosa/ Santé/ Cheers/Senator Medium,,50,"19,9",1/8C,35,1,Price by stem,"$3,62","$4,08"
Anthuriums 12-14cm head,Anthurium Casino/Choco/Calisto/Orange XLarge,,50,"19,9",QB,40,1,Price by stem,"$4,17","$4,72"
Anthuriums 12-14cm head,Anthurium Casino/Choco/Calisto/Orange XLarge,,50,"19,9",1/8C,20,1,Price by stem,"$4,97","$5,56"
Anthuriums 10-12cm head,Anthurium Casino/Choco/Calisto/Orange Large,,50,"19,9",QB,60,1,Price by stem,"$3,49","$3,97"
Anthuriums 10-12cm head,Anthurium Casino/Choco/Calisto/Orange Large,,50,"19,9",1/8C,30,1,Price by stem,"$4,03","$4,54"
Anthuriums 8-10cm head,Anthurium Casino/Choco/Calisto/Orange Medium,,50,"19,9",QB,70,1,Price by stem,"$3,17","$3,60"
Anthuriums 8-10cm head,Anthurium Casino/Choco/Calisto/Orange Medium,,50,"19,9",1/8C,35,1,Price by stem,"$3,62","$4,08"
Anthuriums 12-14cm head,Anthurium White XLarge,,50,19.9,QB,40,1,Price by stem,"$4,17","$4,72"
Anthuriums 12-14cm head,Anthurium White XLarge,,50,19.9,1/8C,20,1,Price by stem,"$4,97","$5,56"
Anthuriums 10-12cm head,Anthurium White Large,,50,19.9,QB,50,1,Price by stem,"$3,67","$4,15"
Anthuriums 10-12cm head,Anthurium White Large,,50,19.9,1/8C,25,1,Price by stem,"$4,31","$4,83"
Anthuriums 8-10cm head,Anthurium White Medium,,50,19.9,QB,60,1,Price by stem,"$3,28","$3,73"
Anthuriums 8-10cm head,Anthurium White Medium,,50,19.9,1/8C,30,1,Price by stem,"$3,82","$4,30"
Anthuriums 12-14cm head,Anthurium Green XLarge,,50,19.9,QB,40,1,Price by stem,"$4,17","$4,72"
Anthuriums 12-14cm head,Anthurium Green XLarge,,50,19.9,1/8C,20,1,Price by stem,"$4,97","$5,56"
Anthuriums 10-12cm head,Anthurium Green Large,,50,19.9,QB,50,1,Price by stem,"$3,67","$4,15"
Anthuriums 10-12cm head,Anthurium Green Large,,50,19.9,1/8C,25,1,Price by stem,$4.31,$4.83
Anthuriums 8-10cm head,Anthurium Green Medium,,50,19.9,QB,60,1,Price by stem,"$3,28","$3,73"
Anthuriums 8-10cm head,Anthurium Green Medium,,50,19.9,1/8C,30,1,Price by stem,"$3,82","$4,30"
Anthuriums 12-14cm head,Anthurium Assorted XLarge,,50,19.9,QB,40,1,Price by stem,"$3,23","$3,63"
Anthuriums 12-14cm head,Anthurium Assorted XLarge,,50,19.9,1/8C,20,1,Price by stem,"$4,03","$4,47"
Anthuriums 10-12cm head,Anthurium Assorted Large,,50,19.9,QB,60,1,Price by stem,"$2,58","$2,92"
Anthuriums 10-12cm head,Anthurium Assorted Large,,50,19.9,1/8C,30,1,Price by stem,"$3,12","$3,49"
Anthuriums 8-10cm head,Anthurium Assorted Medium,,50,19.9,QB,70,1,Price by stem,"$2,28","$2,57"
Anthuriums 8-10cm head,Anthurium Assorted Medium,,50,19.9,1/8C,35,1,Price by stem,"$2,73","$3,05"
Amaranthus,Amaranthus Hanging Red,,70,27.8,QB,100,10,Price by stem,$1.96,$2.22
Amaranthus,Amaranthus Hanging Red,,70,27.8,QB,60,10,Price by stem,$2.40,$2.71
Amaranthus,Amaranthus Hanging Red,,70,27.8,1/8,40,10,Price by stem,$2.42,$2.70
Amaranthus,Amaranthus Hanging Red,,60,23.8,QB,120,10,Price by stem,$1.79,$2.02
Amaranthus,Amaranthus Hanging Red,,60,23.8,QB,100,10,Price by stem,$2.07,$2.34
Amaranthus,Amaranthus Hanging Red,,60,23.8,1/8,70,10,Price by stem,$1.84,$2.07
Amaranthus,Amaranthus Hanging Red,,60,23.8,1/8,60,10,Price by stem,$2.23,$2.50
Amaranthus,Amaranthus Hanging Red,,60,23.8,1/8,50,10,Price by stem,$2.34,$2.62
Amaranthus,Amaranthus Hanging Green,,70,27.8,QB,60,10,Price by stem,$2.40,$2.71
Amaranthus,Amaranthus Hanging Green,,70,27.8,QB,100,10,Price by stem,$1.96,$2.22
Amaranthus,Amaranthus Hanging Green,,70,27.8,1/8,60,10,Price by stem,$2.03,$2.27
Amaranthus,Amaranthus Hanging Green,,70,27.8,1/8,40,10,Price by stem,$2.42,$2.70
Amaranthus,Amaranthus Hanging Mira Bicolor,,70,27.8,QB,100,10,Price by stem,$1.88,$2.13
Amaranthus,Amaranthus Hanging Mira Bicolor,,70,27.8,1/8,60,10,Price by stem,$1.92,$2.15
Amaranthus,Amaranthus Hanging Bronze,,70,27.8,QB,100,10,Price by stem,$1.88,$2.13
Amaranthus,Amaranthus Hanging Bronze,,70,27.8,1/8,60,10,Price by stem,$1.92,$2.15
Amaranthus,Amaranthus Hanging Green,,60,23.8,QB,120,10,Price by stem,$1.79,$2.02
Amaranthus,Amaranthus Hanging Green,,60,23.8,QB,100,10,Price by stem,$2.07,$2.34
Amaranthus,Amaranthus Hanging Green,,60,23.8,1/8,70,10,Price by stem,$1.84,$2.07
Amaranthus,Amaranthus Hanging Green,,60,23.8,1/8,60,10,Price by stem,$2.23,$2.50
Amaranthus,Amaranthus Hanging Mira Bicolor,,60,23.8,QB,120,10,Price by stem,$1.79,$2.02
Amaranthus,Amaranthus Hanging Mira Bicolor,,60,23.8,1/8,60,10,Price by stem,$1.92,$2.15
Amaranthus,Amaranthus Hanging Green,,60,23.8,1/8,50,10,Price by stem,$2.34,$2.62
Amaranthus,Amaranthus Hanging Green,,50,19.9,1/8,70,10,Price by stem,$1.72,$1.93
Amaranthus,Amaranthus Hanging Bronze,,60,23.8,QB,120,10,Price by stem,$1.79,$2.02
Amaranthus,Amaranthus Hanging Bronze,,60,23.8,1/8,60,10,Price by stem,$1.92,$2.15
Amaranthus,Amaranthus Upright Red,,70,27.8,QB,100,10,Price by stem,$1.31,$1.47
Amaranthus,Amaranthus Upright Red,,70,27.8,1/8,60,10,Price by stem,$1.36,$1.50
Amaranthus,Amaranthus Upright Green,,70,27.8,QB,120,10,Price by stem,$1.23,$1.38
Amaranthus,Amaranthus Upright Green,,70,27.8,1/8,60,10,Price by stem,$1.36,$1.50
Amaranthus,Amaranthus Upright Bronze,,70,27.8,QB,100,10,Price by stem,$1.31,$1.47
Amaranthus,Amaranthus Upright Bronze,,70,27.8,1/8,60,10,Price by stem,$1.36,$1.50
Amaranthus,Amaranthus Upright Red,,60,23.8,QB,120,10,Price by stem,$1.31,$1.47
Amaranthus,Amaranthus Upright Red,,60,23.8,1/8,60,10,Price by stem,$1.44,$1.60
Amaranthus,Amaranthus Upright Green,,60,23.8,QB,120,10,Price by stem,$1.31,$1.47
Amaranthus,Amaranthus Upright Green,,60,23.8,1/8,60,10,Price by stem,$1.44,$1.60
Amaranthus,Amaranthus Upright Bronze,,60,23.8,QB,120,10,Price by stem,$1.31,$1.47
Amaranthus,Amaranthus Upright Bronze,,60,23.8,1/8,60,10,Price by stem,$1.44,$1.60
Amaranthus,Amaranthus Upright Red,,50,19.9,QB,150,10,Price by stem,$1.20,$1.35
Amaranthus,Amaranthus Upright Red,,50,19.9,1/8,75,10,Price by stem,$1.32,$1.47
Amaranthus,Amaranthus Upright Green,,50,19.9,QB,150,10,Price by stem,$1.20,$1.35
Amaranthus,Amaranthus Upright Green,,50,19.9,1/8,75,10,Price by stem,$1.32,$1.47
Amaranthus,Amaranthus Upright Orange,,50,19.9,QB,150,10,Price by stem,$1.20,$1.35
Amaranthus,Amaranthus Upright Orange,,50,19.9,1/8,75,10,Price by stem,$1.32,$1.47
Amaranthus,Amaranthus Cascada Red,,70,27.8,QB,100,10,Price by stem,$1.96,$2.22
Lepidium,Lepidium,,70,27.8,QB,120,10,Price by stem,$0.98,$1.09
Lepidium,Lepidium,,80,31.8,QB,120,10,Price by stem,$1.05,$1.17
Novelty,Celosia Cristata Spray Hot Pink,,55-60,21-23,QB,60,5,Price by stem,$1.81,$2.04
Novelty,Celosia Cristata Spray Hot Pink,,55-60,21-23,1/8c,30,5,Price by stem,$2.35,$2.61
Novelty,Celosia Cristata Hot Pink,,55-60,21-23,QB,60,5,Price by stem,$1.61,$1.81
Novelty,Celosia Cristata Hot Pink,,55-60,21-23,1/8C,30,5,Price by stem,$2.15,$2.38
Novelty,Celosia Cristata Gold,,55-60,21-23,QB,60,5,Price by stem,$1.61,$1.81
Novelty,Celosia Cristata Gold,,55-60,21-23,1/8C,30,5,Price by stem,$2.15,$2.38
Novelty,Celosia Cristata Scarlet,,55-60,21-23,QB,60,5,Price by stem,$1.61,$1.81
Novelty,Celosia Cristata Scarlet,,55-60,21-23,1/8C,30,5,Price by stem,$2.15,$2.38
Novelty,Celosia Cresta Red,,70,27.8,QB,50,5,Price by stem,$1.85,$2.05
Novelty,Celosia Cresta Red,,70,27.8,1/8C,20,5,Price by stem,$2.97,$3.26
Novelty,Celosia Cresta Red,,70,27.8,QB,50,5,Price by stem,$1.85,$2.05
Novelty,Celosia Cresta Red,,70,27.8,1/8C,20,5,Price by stem,$2.97,$3.26
Novelty,Celosia Cresta Red XL,,50-60,19-21,BB,15,5,Price by stem,$5.34,$5.93
Novelty,Celosia Cristata Gold,,40-45,15-17,1/8C,80,5,Price by stem,$1.14,$1.27
Novelty,Celosia Cristata Scarlet,,40-45,15-17,1/8C,80,5,Price by stem,$1.14,$1.27
Novelty,Red Sun flower,,90,23-27,QB,15,5,Price by stem,$4.47,$4.92
Safari Sunset,Safari Sunset,,55-60,21-23,QB,160,10,Price by stem,$1.00,$1.12
Safari Sunset,Safari Sunset,,55-60,21-23,1/8,80,10,Price by stem,$1.12,$1.25
Safari Sunset,Safari Sunset,,65-75,25-29,QB,100,10,Price by stem,$1.39,$1.56
Safari Sunset,Safari Sunset,,65-75,25-29,1/8,50,10,Price by stem,$1.56,$1.73
Curcuma Elata,Curcuma Elata,,30,11.9,QB,60,1,Price by stem,$1.46,$1.63
Curcuma Elata,Curcuma Elata,,30,11.9,1/8C,30,1,Price by stem,$2.00,$2.20
Hypericum,Hypericum Mix,,60,,QB,170,10,Price by stem,$0.72,$0.80
Hypericum,Hypericum Mix,,60,,1/8,85,10,Price by stem,$0.82,$0.91
Hypericum,Hypericum Red,,60,,QB,170,10,Price by stem,$0.72,$0.80
Hypericum,Hypericum Red,,60,,1/8,85,10,Price by stem,$0.82,$0.91
Hypericum,Hypericum Peach,,60,,QB,170,10,Price by stem,$0.72,$0.80
Hypericum,Hypericum Peach,,60,,1/8,85,10,Price by stem,$0.82,$0.91
Assorted boxes / Combos, Product Name ,Design,"Stem Lenght/
cm",Lenght / inches,Box type,Stems / Box,units / Box,Price by,DSD Fedex," DSD Fedex
HIGH SEASON"
Kits,The Muse Party Flower Kit,The Muse Party (3 arrangements),50,19.9,1/8C,1,41,Price by box,$74.73,$82.76
Kits,The Muse Party Flower Kit,The Muse Party (3 arrangements),,,BB,1,66,Price by box,$110.91,$124.34
Kits,The Muse Party Flower Kit,The Muse Party (6 arrangements),,,HB,1,104,Price by box,$179.65,$203.40
Kits,The Velvet Party Flower Kit,Velvet Party (3 arrangements),70,27.8,1/8C,1,47,Price by box,$65.98,$72.70
Kits,The Velvet Party Flower Kit,Velvet Party (3 arrangements),,,BB,1,85,Price by box,$105.12,$117.68
Kits,The Velvet Party Flower Kit,Velvet Party (6 arrangements),,,HB,1,155,Price by box,$170.74,$193.16
Combos flower boxes,The Tiki Limbo Flower Kit,,-,-,HB,1,180,Price by box,$199.21,$225.90
Combos flower boxes,The Tiki Limbo Flower Kit,,-,-,QB,1,95,Price by box,$100.04,$111.81
Combos flower boxes,The Tiki Limbo Flower Kit,,-,-,1/8C,1,54,Price by box,$73.35,$81.18
Combos flower boxes,Sexy Pink Flower Kit,,-,-,HB,1,229,Price by box,$220.75,$250.67
Combos flower boxes,Sexy Pink Flower Kit,,-,-,QB,1,120,Price by box,$119.18,$133.82
Combos flower boxes,Sexy Pink Flower Kit,,-,-,1/8C,1,81,Price by box,$90.14,$100.49
Kits,Ama Flower Kit,Mix Box,,,1/8C,1,59,Price by box,$78.57,$87.18
Kits,Ama Flower Kit,Mix Box,,,QB,1,89,Price by box,$94.81,$105.79
Kits,Ama Flower Kit,Mix Box,,,HB,1,178,Price by box,$203.79,$231.16
Kits,Matcha Flower Kit,Matcha Kit #7 1/2 (3 arrangements),,,1/8C,1,60,Price by box,$71.80,$79.39
Kits,Matcha Flower Kit,Matcha Kit #7 1/2 (6 arrangements),,,QB,1,90,Price by box,$96.88,$108.17
Kits,Matcha Flower Kit,Matcha Kit #7 2/2 (6 arrangements),50,19.9,HB,1,148,Price by box,$173.43,$196.25
Kits,Rouge Kit,Mix Box,,,1/8C,1,37,Price by box,$66.42,$73.21
Kits,Rouge Kit,Mix Box,,,QB-P8,1,54,Price by box,$99.87,$111.66
Kits,Rouge Kit,Mix Box,,,HB-P13,1,103,Price by box,$165.10,$186.69
Combos flower boxes,Combo Box Fiesta,Best seller,-,-,QB,1,52,Price by box,$78.59,$87.14
Combos flower boxes,Combo Box Mini Fiesta,,-,-,1/8-P4,1,50,Price by box,$58.34,$63.91
Combos flower boxes,Combo Box Fire,,-,-,QB,1,51,Price by box,$75.83,$83.97
Combos flower boxes,Combo Box Mini Fire,,-,-,1/8-P4,1,43,Price by box,$55.58,$60.73
Combos flower boxes,Combo Box Tabasco,Ananas Seasonal,-,-,QB,1,113,Price by box,$92.39,$103.01
Combos flower boxes,Combo Box Mini Tabasco,Ananas Seasonal,-,-,1/8,1,66,Price by box,$64.65,$71.14
Combos flower boxes,Combo Box Iniziativa,2 versions,-,-,QB,1,41,Price by box,$75.81,$83.94
Combos flower boxes,Combo Box Capricho,,-,-,QB,1,41,Price by box,$75.81,$83.94
Combos flower boxes,Combo Escarlata,,-,-,QB,1,41,Price by box,$75.81,$83.94
Combos flower boxes,Combo Box Ohana,Coccinea + Ginger + Sassy/Golden,-,-,BB,1,117,Price by box,$107.90,$120.88
Combos flower boxes,Combo Sunset,Shampoo seasonal (Oct-April),-,-,QB,1,81,Price by box,$95.72,$106.84
Combos flower boxes,Combo Mini Sunset,Shampoo seasonal (Oct-April),-,-,1/8C-P6,1,55,Price by box,$79.05,$87.75
Combos flower boxes,Combo Box Playa,Iris + Torch+ Ginger + Rostrata + Sassy/Golden,-,-,BB,1,93,Price by box,$107.90,$120.88
Combos flower boxes,Combo Box Zapara,Shampoo seasonal (Oct-April),-,-,1/8C,1,22,Price by box,$64.22,$70.68
Combos flower boxes,Combo Box Sol,Shampoo seasonal (Oct-April),-,-,QB,1,41,Price by box,$73.54,$81.33
Combos flower boxes,Combo Box Zumba,Shampoo seasonal (Oct-April),-,-,QB,1,35,Price by box,$79.70,$88.42
Combos flower boxes,Combo Box Limbo,Shampoo seasonal (Oct-April),-,-,QB,1,52,Price by box,$79.70,$88.42
Combos flower boxes,Combo Box Reef,Shampoo seasonal (Oct-April),-,-,QB,1,45,Price by box,$82.46,$91.59
Combos flower boxes,Combo Box Tulum,Usa (replace 6 pig face by 3 wag. yellow),-,-,QB,1,49,Price by box,$78.59,$87.14
Combos flower boxes,Combo Box Tulum Eur,Eur (6 Pig Face),-,-,QB,1,52,Price by box,$78.59,$87.14
Combos flower boxes,Combo Box Tulum + 10 anthurium,Usa Only,-,-,QB,1,62,Price by box,$84.27,$93.67
Combos flower boxes,Combo Box Ipanema,Shampoo seasonal (Oct-April),-,-,QB,1,49,Price by box,$78.59,$87.14
Combos flower boxes,Combo Box Copacabana,Shampoo seasonal (Oct-April),-,-,QB,1,37,Price by box,$81.21,$90.15
Combos flower boxes,Combo Box Rio,Usa (wag. yellow) / Eur (Pig Face),-,-,QB,1,35,Price by box,$78.59,$87.14
Combos flower boxes,Hel. Mix (Farm Choice),"Assorted among (Rostrata, Sexy Scarlet, Escarlata, Bihai)",90,35.7,QB-P8,15,15,Price by stem,$5.89,$6.56
Combos flower boxes,Musa Mix,"Assorted among (Mouve, Orange, Reina, Pacari, Royal)",90,35.7,HB-P13,12,1,Price by stem,$10.04,$11.28
Combos flower boxes,Musa Mix,"Assorted among (Mouve, Orange, Reina, Pacari, Royal)",90,35.7,QB-P7,6,1,Price by stem,$11.37,$12.54
Combos flower boxes,Musa Mix,"Assorted among (Mouve, Orange, Reina, Pacari, Royal)",70,27.8,1/8C,4,1,Price by stem,$12.44,$13.51
Combos flower boxes,Ginger Mix Box - Fix recipe,"9 Plus, 9 Nicole, 3 Torch Red, 3 Torch Pink",70,27.8,QB,24,24,Price by stem,$3.55,$3.94
Combos flower boxes,Combo Box Pink & Red Paradise,Musa + Ginger + Torch + Alocasia + Davalia,-,-,QB-P8,1,72,Price by box,$113.64,$127.50
Combos flower boxes,Combo Box Pink & Red Paradise,Musa + Ginger + Torch + Alocasia + Davalia,-,-,1/8C,1,38,Price by box,$69.34,$76.57
Combos flower boxes,Combo Box Aruba,,-,-,QB,1,41,Price by box,$75.81,$83.94
Combos flower boxes,Combo Box Lara,,-,-,QB,1,53,Price by box,$80.44,$89.27
Assorted Green boxes / Green Combos, Product Name ,Design,"Stem Lenght/
cm",Lenght / inches,Box type,Stems / Box,units / Box,Price by,DSD Fedex," DSD Fedex
HIGH SEASON"
Combos boxes-Greens,Combo Box Foliage Amazon,Best seller,-,-,HB,1,280,Price by box,$177.29,$200.69
Combos boxes-Greens,Combo Box Foliage Amazon,Best seller,-,-,QB,1,160,Price by box,$95.01,$106.02
Combos boxes-Greens,Combo Box Foliage Amazon,Best seller,-,-,1/8,1,90,Price by box,$54.04,$58.94
Combos boxes-Greens,Combo Box Foliage Jungle,Best seller,-,-,HB,1,360,Price by box,$177.29,$200.69
Combos boxes-Greens,Combo Box Foliage Jungle,Best seller,-,-,QB,1,230,Price by box,$95.01,$106.02
Combos boxes-Greens,Combo Box Foliage Jungle,Best seller,-,-,1/8,1,115,Price by box,$54.04,$58.94
Combos boxes-Greens,Combo Box Foliage Greenery,Best seller,-,-,HB,1,330,Price by box,$177.29,$200.69
Combos boxes-Greens,Combo Box Foliage Greenery,Best seller,-,-,QB,1,180,Price by box,$95.01,$106.02
Combos boxes-Greens,Combo Box Foliage Greenery,Best seller,-,-,1/8,1,90,Price by box,$54.04,$58.94
Combos boxes-Greens,Combo Box Foliage Botanical,Best seller,-,-,HB,1,172,Price by box,$177.29,$200.69
Combos boxes-Greens,Combo Box Foliage Botanical,Best seller,-,-,QB,1,86,Price by box,$95.01,$106.02
Combos boxes-Greens,Combo Box Foliage Botanical,Best seller,-,-,1/8,1,43,Price by box,$54.04,$58.94
Combos boxes-Greens,Combo Box Foliage Vegetation,,-,-,HB,1,240,Price by box,$189.43,$214.65
Combos boxes-Greens,Combo Box Foliage Vegetation,,-,-,BB,1,120,Price by box,$107.60,$120.53
Combos boxes-Greens,Combo Box Foliage Vegetation,,-,-,1/8,1,60,Price by box,$58.52,$64.09
Combos boxes-Greens,Combo Box Foliage Herbage,,-,-,HB,1,185,Price by box,$169.36,$191.57
Combos boxes-Greens,Combo Box Foliage Herbage,,-,-,BB,1,105,Price by box,$107.33,$120.22
Combos boxes-Greens,Combo Box Foliage Savanna,,-,-,HB,1,140,Price by box,$166.25,$187.99
Combos boxes-Greens,Combo Box Foliage Savanna,,-,-,BB,1,70,Price by box,$96.01,$107.21
Combos boxes-Greens,La Magica Fillers Box,20 Coffee leaves + 30 Sanderiana + 30 Croton tip,-,-,1/8C,80,1,Price by stem,$0.74,$0.81
Green Bouquets, Product Name ,Design,Bouquet Lenght/ cm,Bouquet Lenght / inches,Box type,Bouquet / Box,Stems / Bouquet,Price by,DSD Fedex," DSD Fedex
HIGH SEASON"
Greens bouquets,Round Green 1 Meter,,95,37.7,HB,5,21,Price by bouquet,$23.33,$26.19
Greens bouquets,Round Green Reina,,60,23.8,HB-P20,50,17,Price by bouquet,$5.58,$6.35
Greens bouquets,Round Green Reina,,60,23.8,QB,25,17,Price by bouquet,$4.79,$5.38
Greens bouquets,Round Green Reina,,60,23.8,1/8C,15,17,Price by bouquet,$5.52,$6.13
Greens bouquets,Round Green Amazonas farm choice,,50,19.9,HB,50,10,Price by bouquet,$4.54,$5.15
Greens bouquets,Round Green Amazonas farm choice,,50,19.9,QB-P7,25,10,Price by bouquet,$4.99,$5.61
Greens bouquets,Round Green Amazonas farm choice,,50,19.9,1/8C,16,10,Price by bouquet,$5.35,$5.95
Greens bouquets,"Round Green Emerald, Forest, Paradise, Afforest, Jade, Silver Forest",,60,23.8,HB-P13,40,11-18,Price by bouquet,$6.09,$6.93
Greens bouquets,"Round Green Emerald, Forest, Paradise, Afforest, Jade, Silver Forest",,60,23.8,QB,25,11-18,Price by bouquet,$5.73,$6.47
Greens bouquets,"Round Green Emerald, Forest, Paradise, Afforest, Jade, Silver Forest",,60,23.8,1/8C,12,11-18,Price by bouquet,$7.16,$7.97
Greens bouquets,"Round Green Emerald, Forest, Paradise, Afforest, Jade, Silver Forest",,60,23.8,GB-M,6,11-18,Price by bouquet,$8.85,$9.65
Greens bouquets,Berry Forest,,60,23.8,HB-P13,40,11-18,Price by bouquet,$6.22,$7.07
