Bouquets, Product Name ,Design,Lenght/ cm,Bouquet Lenght / inches,Box type,units / Box,Stems / Bouquet,Price by,DSD Fedex,DSD Fedex HIGH SEASON
Greens bouquets,Berry Forest,,60,23.8,QB,25,11-18,Price by bouquet,$5.86,$6.61
Greens bouquets,Berry Forest,,60,23.8,1/8C,12,11-18,Price by bouquet,$7.29,$8.11
Greens bouquets,Berry Forest,,60,23.8,GB-M,6,11-18,Price by bouquet,$8.98,$9.79
Greens, Product Name ,"informativo ventas
no se envía a clientes","Stem Lenght/
cm",Lenght / inches,Box type,Stems / Box,stems / bunch,Price by,DSD Fedex," DSD Fedex
HIGH SEASON"
Greens - Oversize,Areca Palm XL,,120,47.6,QBXL-130,90,10,Price by stem,$3.75,$4.15
Palm,Areca Palm M,,65,25.8,HB-P23,500,10,Price by stem,$0.59,$0.67
Palm,Areca Palm M,,65,25.8,BB-P12,250,10,Price by stem,$0.62,$0.70
Palm,Areca Palm M,,65,25.8,1/8C-P7,150,10,Price by stem,$0.63,$0.70
Palm,Areca Palm S,,50,19.9,HB,600,10,Price by stem,$0.39,$0.45
Palm,Areca Palm S,,50,19.9,QB,300,10,Price by stem,$0.42,$0.48
Palm,Areca Palm S,,50,19.9,1/8,150,10,Price by stem,$0.47,$0.52
Palm,Arrow Palm,,50,19.9,1/8-P4,150,10,Price by stem,$0.76,$0.85
Palm,Fish Tail,Caryota palm,70,27.8,HB,200,10,Price by stem,$0.96,$1.09
Palm,Fish Tail,Caryota palm,70,27.8,QB,100,10,Price by stem,$1.03,$1.15
Palm,Fish Tail,Caryota palm,70,27.8,1/8,50,10,Price by stem,$1.17,$1.28
Palm - Oversize,Accordeon Palm XL,,120,47.6,QBXL-130-P9,150,10,Price by stem,$1.61,$1.76
Palm - Oversize,Accordeon Palm XL,,120,47.6,XL-130,300,10,Price by stem,$1.29,$1.44
Palm,Accordeon Palm L,,90,35.7,HB,300,10,Price by stem,$0.84,$0.95
Palm,Accordeon Palm L,,90,35.7,QB,150,10,Price by stem,$0.88,$0.98
Palm,Accordeon Palm M,,70,27.8,HB,400,10,Price by stem,$0.75,$0.85
Palm,Accordeon Palm M,,70,27.8,QB,200,10,Price by stem,$0.77,$0.88
Palm,Licuala Palm,,60,23.8,HB,60,5,Price by stem,$2.58,$2.92
Palm,Licuala Palm,,60,23.8,BB,45,5,Price by stem,$2.37,$2.66
Palm,Licuala Palm,,60,23.8,1/8c,20,5,Price by stem,$3.17,$3.49
Palm,Raphis Palm,20-30cm de hoja // 20 cm de tallo 40-50cm,50,19.9,HB,150,5,Price by stem,$1.12,$1.26
Palm,Raphis Palm,20-30cm de hoja // 20 cm de tallo 40-50cm,50,19.9,QB,75,5,Price by stem,$1.20,$1.34
Palm,Raphis Palm,20-30cm de hoja // 20 cm de tallo 40-50cm,50,19.9,1/8,30,5,Price by stem,$1.60,$1.73
Alocasia,Deer Face,Alocasia sanderiana / Amazonica,40,15.9,HB,200,1,Price by stem,$1.48,$1.69
Alocasia,Deer Face,Alocasia sanderiana / Amazonica,40,15.9,BB,100,1,Price by stem,$1.61,$1.83
Alocasia,Deer Face,Alocasia sanderiana / Amazonica,40,15.9,1/8C,50,1,Price by stem,$1.87,$2.09
Alocasia,Alocasia Esmeralda Large,Elephant ears,90,35.7,HB,80,5,Price by stem,$2.54,$2.88
Alocasia,Alocasia Esmeralda Large,Elephant ears,90,35.7,QB,40,5,Price by stem,$2.70,$3.02
Alocasia,Alocasia Esmeralda Medium,Elephant ears,70,27.8,HB,100,5,Price by stem,$1.92,$2.18
Alocasia,Alocasia Esmeralda Medium,Elephant ears,70,27.8,QB,50,5,Price by stem,$2.05,$2.28
Alocasia,Alocasia Esmeralda Small,Elephant ears,60,23.8,HB,100,5,Price by stem,$1.62,$1.84
Alocasia,Alocasia Esmeralda Small,Elephant ears,60,23.8,BB,60,5,Price by stem,$1.68,$1.88
Alocasia,Alocasia Esmeralda Small,Elephant ears,60,23.8,1/8C,30,5,Price by stem,$2.11,$2.33
Alocasia - Oversize,Alocasia Green XL,Elephant ears,140,55.6,XL-150,15,5,Price by stem,$16.88,$18.42
Alocasia - Oversize,Alocasia Green Large,Elephant ears,90,35.7,HB,80,5,Price by stem,$2.54,$2.88
Alocasia - Oversize,Alocasia Green Large,Elephant ears,90,35.7,QB,40,5,Price by stem,$2.70,$3.02
Alocasia,Alocasia Green Medium,Elephant ears,70,27.8,HB,100,5,Price by stem,$1.92,$2.18
Alocasia,Alocasia Green Medium,Elephant ears,70,27.8,QB,50,5,Price by stem,$2.05,$2.28
Alocasia,Alocasia Green Small,Elephant ears,60,23.8,HB,100,5,Price by stem,$1.62,$1.84
Alocasia,Alocasia Green Small,Elephant ears,60,23.8,BB,60,5,Price by stem,$1.68,$1.88
Alocasia,Alocasia Green Small,Elephant ears,60,23.8,1/8C,30,5,Price by stem,$2.11,$2.33
Alocasia - Oversize,Alocasia Xlarge Bicolor,,140,55.6,XL-150,15,5,Price by stem,$19.58,$21.53
Alocasia - Oversize,Alocasia Large Bicolor,,90,35.7,HB,40,5,Price by stem,$6.59,$7.49
Alocasia - Oversize,Alocasia Large Bicolor,,90,35.7,QB,20,5,Price by stem,$6.90,$7.77
Alocasia,Alocasia Medium Bicolor,,70,27.8,QB,25,5,Price by stem,$4.93,$5.55
Alocasia,Alocasia Small Bicolor,,60,23.8,QB,30,5,Price by stem,$4.24,$4.76
Monstera - Oversize,Monstera XLarge Green,,140,55.6,XL-150,15,5,Price by stem,$17.01,$18.57
Monstera - Oversize,Monstera Large Green,,90,35.7,HB,30,5,Price by stem,$5.36,$6.06
Monstera - Oversize,Monstera Large Green,,90,35.7,QB,15,5,Price by stem,$5.78,$6.43
Monstera,Monstera Medium Green,,70,27.8,HB,60,5,Price by stem,$3.14,$3.56
Monstera,Monstera Medium Green,,70,27.8,QB,30,5,Price by stem,$3.36,$3.75
Monstera,Monstera Small Green,,50,19.9,HB,200,5,Price by stem,$1.47,$1.67
Monstera,Monstera Small Green,,50,19.9,QB,100,5,Price by stem,$1.54,$1.73
Monstera,Monstera Small Green,,50,19.9,1/8,50,5,Price by stem,$1.68,$1.86
Monstera,Monstera Petite Green,,30,11.9,HB,250,5,Price by stem,$1.09,$1.24
Monstera,Monstera Petite Green,,30,11.9,QB,150,5,Price by stem,$1.07,$1.20
Monstera,Monstera Petite Green,,30,11.9,1/8,60,5,Price by stem,$1.27,$1.40
Monstera - Oversize,Monstera XLarge Bicolor,,140,55.6,XL-150,15,5,Price by stem,$21.03,$23.19
Monstera - Oversize,Monstera Large Bicolor,,90,35.7,HB,30,5,Price by stem,$8.55,$9.73
Monstera - Oversize,Monstera Large Bicolor,,90,35.7,QB,15,5,Price by stem,$8.97,$10.10
Monstera,Monstera Medium Bicolor,,70,27.8,QB,30,5,Price by stem,$6.79,$7.69
Monstera - Oversize,Alocasia and Monstera Bicolor Mix Sizes,,140,55.6,XL-150,15,5,Price by stem,$17.01,$18.57
Musa Oversize,Musa Leaf XL,,150,59.6,XL-160,80,5,Price by stem,$3.71,$4.08
Musa Oversize,Musa Leaf XL,,150,59.6,QBXL-160,30,5,Price by stem,$6.10,$6.52
Musa Leaf,Musa Leaf Large,,90,35.7,HB,60,5,Price by stem,$2.21,$2.49
Musa Leaf,Musa Leaf Large,,90,35.7,QB,30,5,Price by stem,$2.43,$2.68
Musa Leaf,Musa Leaf Small,,60,23.8,HB,120,5,Price by stem,$1.47,$1.66
Musa Leaf,Musa Leaf Small,,60,23.8,QB,60,5,Price by stem,$1.57,$1.76
Musa Leaf,Musa Leaf Small,,60,23.8,1/8,30,5,Price by stem,$1.81,$1.97
Philodendron - Oversize,Phi Pinnatifidum,,90,35.7,HB,30,5,Price by stem,$3.56,$3.99
Philodendron - Oversize,Phi Pinnatifidum,,90,35.7,QB,15,5,Price by stem,$3.98,$4.36
Philodendron - Oversize,Phi Seloum,,120,47.6,XL-130,30,5,Price by stem,$7.19,$7.78
Philodendron - Oversize,Phi Seloum,,90,35.7,HB,30,5,Price by stem,$3.69,$4.14
Philodendron - Oversize,Phi Seloum,,90,35.7,QB,15,5,Price by stem,$4.11,$4.51
Palm - Oversize,Trina Palm Round,,120,47.6,XL-130 al.20-P23,12,3,Price by stem,$25.27,$27.84
Palm - Oversize,Trina Palm Round,,150,59.6,XL-160 al.20-P25,12,3,Price by stem,$26.36,$29.09
Palm - Oversize,Trina Palm Round,,150,59.6,QBXL-160-P12,10,3,Price by stem,$21.87,$23.68
Palm - Oversize,Umbrella Palm,,150,59.6,XL-160-P23,40,5,Price by stem,$10.34,$11.52
Palm - Oversize,Umbrella Palm,,150,59.6,QBXL-160,20,5,Price by stem,$12.03,$13.10
Palm - Oversize,Toquilla Palm,,90,35.7,HB,80,5,Price by stem,$3.29,$3.75
Palm - Oversize,Toquilla Palm,,90,35.7,QB,50,5,Price by stem,$3.20,$3.61
Palm - Oversize,Agave Penco XL,,120,47.6,XL-130,20,1,Price by stem,$12.34,$13.44
Palm,Agave Penco,,90,35.7,HB,20,1,Price by stem,$7.07,$7.97
Willow,Willow thick,,150,59.6,XL-130,100,10,Price by stem,$2.17,$2.34
Willow,Willow,,90,35.7,HB,500,10,Price by stem,$0.25,$0.28
Willow,Willow,,90,35.7,QB,250,10,Price by stem,$0.28,$0.30
Willow,Willow,,90,35.7,1/8,150,10,Price by stem,$0.29,$0.31
Cocculos,Cocculos leaf,,70,27.8,HB,300,10,Price by stem,$0.61,$0.69
Cocculos,Cocculos leaf,,70,27.8,QB,150,10,Price by stem,$0.65,$0.72
Cocculos,Cocculos leaf,,70,27.8,1/8C,50,10,Price by stem,$1.14,$1.25
Sanseveria,Sansevieria Golden,,60,23.8,HB,150,5,Price by stem,$0.96,$1.07
Sanseveria,Sansevieria Golden,,60,23.8,QB,80,5,Price by stem,$1.00,$1.11
Sanseveria,Sansevieria Golden,,60,23.8,1/8C,40,5,Price by stem,$1.40,$1.53
Sanseveria,Sansevieria Silver,,60,23.8,HB,150,5,Price by stem,$0.96,$1.07
Sanseveria,Sansevieria Silver,,60,23.8,QB,80,5,Price by stem,$1.00,$1.11
Sanseveria,Sansevieria Silver,,60,23.8,1/8C,40,5,Price by stem,$1.40,$1.53
Cocoplum,Cocoplum,,60,23.8,HB,200,10,Price by stem,$0.74,$0.84
Cocoplum,Cocoplum,,60,23.8,QB,100,10,Price by stem,$0.81,$0.90
Cocoplum,Cocoplum,,60,23.8,1/8,50,10,Price by stem,$0.95,$1.03
Dracaena,Masajeana Variegated,,60,23.8,HB,500,10,Price by stem,$0.35,$0.40
Dracaena,Masajeana Variegated,,60,23.8,QB,250,10,Price by stem,$0.38,$0.42
Dracaena,Masajeana Variegated,,60,23.8,1/8,130,10,Price by stem,$0.42,$0.46
Dieffenbachia,Dieffenbachia lemon,,60,23.8,HB,200,10,Price by stem,$0.86,$0.97
Dieffenbachia,Dieffenbachia lemon,,60,23.8,QB,100,10,Price by stem,$0.93,$1.03
Dieffenbachia,Dieffenbachia lemon,,60,23.8,1/8,50,10,Price by stem,$1.07,$1.16
Dieffenbachia,Dieffenbachia white,,60,23.8,HB,200,10,Price by stem,$0.86,$0.97
Dieffenbachia,Dieffenbachia white,,60,23.8,QB,100,10,Price by stem,$0.93,$1.03
Dieffenbachia,Dieffenbachia white,,60,23.8,1/8,50,10,Price by stem,$1.07,$1.16
Greens,Alpinia Leave Variegated,K,55,21.8,HB,200,10,Price by stem,$0.79,$0.89
Greens,Alpinia Leave Variegated,,55,21.8,QB,100,10,Price by stem,$0.86,$0.95
Greens,Alpinia Leave Variegated,,55,21.8,1/8,50,10,Price by stem,$1.00,$1.08
Eucalyptus,Eucalyptus Long,,60,23.8,QB,120,10,Price by stem,$0.71,$0.78
Eucalyptus,Eucalyptus Long,,60,23.8,1/8,60,10,Price by stem,$0.82,$0.88
Eucalyptus,Eucalyptus Silver Dollar,,60,23.8,HB,200,10,Price by stem,$0.74,$0.84
Eucalyptus,Eucalyptus Silver Dollar,,60,23.8,QB,100,10,Price by stem,$0.81,$0.90
Eucalyptus,Eucalyptus Silver Dollar,,60,23.8,1/8C,70,10,Price by stem,$0.89,$0.99
Calathea,Calathea round leaf,,60,23.8,HB,160,5,Price by stem,$1.33,$1.51
Calathea,Calathea round leaf,,60,23.8,QB,80,5,Price by stem,$1.41,$1.59
Calathea,Calathea round leaf,,60,23.8,1/8,40,5,Price by stem,$1.58,$1.74
Calathea,Calathea Zebrina Leaf CE,,60,23.8,HB,160,5,Price by stem,$1.33,$1.51
Calathea,Calathea Zebrina Leaf CE,,60,23.8,QB,80,5,Price by stem,$1.41,$1.59
Calathea,Calathea Zebrina Leaf CE,,60,23.8,1/8,35,5,Price by stem,$1.69,$1.86
Calathea,Calathea Zebrina leaf LM,,60,23.8,HB,160,5,Price by stem,$1.33,$1.51
Calathea,Calathea Zebrina leaf LM,,60,23.8,QB,80,5,Price by stem,$1.41,$1.59
Calathea,Calathea Zebrina leaf LM,,60,23.8,1/8,35,5,Price by stem,$1.69,$1.86
Cordelyn,Cordyline leaf dark green pink edge,,50,19.9,HB,600,10,Price by stem,$0.26,$0.30
Cordelyn,Cordyline leaf dark green pink edge,,50,19.9,QB,300,10,Price by stem,$0.29,$0.33
Cordelyn,Cordyline leaf dark green pink edge,,50,19.9,1/8,150,10,Price by stem,$0.34,$0.37
Cordelyn,Cordyline leaf dark green pink edge,,50,19.9,GB-M,80,10,Price by stem,$0.51,$0.55
Cordelyn,Cordyline leaf Fucsia,,50,19.9,HB,600,10,Price by stem,$0.26,$0.30
Cordelyn,Cordyline leaf Fucsia,,50,19.9,QB,300,10,Price by stem,$0.29,$0.33
Cordelyn,Cordyline leaf Fucsia,,50,19.9,1/8,150,10,Price by stem,$0.34,$0.37
Cordelyn,Cordyline leaf Fucsia,,50,19.9,GB-M,80,10,Price by stem,$0.51,$0.55
Cordelyn,Cordyline leaf mix,"Ti-leaves green, fucsia, green pink edges",50,19.9,HB,600,10,Price by stem,$0.26,$0.30
Cordelyn,Cordyline leaf mix,"Ti-leaves green, fucsia, green pink edges",50,19.9,QB,300,10,Price by stem,$0.29,$0.33
Cordelyn,Cordyline leaf mix,"Ti-leaves green, fucsia, green pink edges",50,19.9,1/8,150,10,Price by stem,$0.34,$0.37
Cordelyn,Cordyline leaf mix,"Ti-leaves green, fucsia, green pink edges",50,19.9,GB-M,80,10,Price by stem,$0.51,$0.55
Cordelyn Oversize,Cordyline leaf XL full green,,70,27.8,1/8,100,5,Price by stem,$0.55,$0.60
Cordelyn Oversize,Cordyline leaf XL Pink edge,,70,27.8,1/8,100,5,Price by stem,$0.55,$0.60
Cordelyn Oversize,Cordyline leaf XL black,,70,27.8,1/8,100,5,Price by stem,$0.55,$0.60
Tips,Cordyline tip fucsia (not USA),Ti-leaves,70,27.8,HB,100,5,Price by stem,$1.55,$1.76
Tips,Cordyline tip fucsia (not USA),Ti-leaves,70,27.8,QB,50,5,Price by stem,$1.68,$1.86
Tips,Cordyline tip full green (not USA),Ti-leaves,70,27.8,HB,100,5,Price by stem,$1.55,$1.76
Tips,Cordyline tip full green (not USA),Ti-leaves,70,27.8,QB,50,5,Price by stem,$1.68,$1.86
Tips,Cordyline tip dark green pink edge (not USA),Ti-leaves,70,27.8,HB,100,5,Price by stem,$1.55,$1.76
Tips,Cordyline tip dark green pink edge (not USA),Ti-leaves,70,27.8,QB,50,5,Price by stem,$1.68,$1.86
Philodendron,Phi Congo Red,,80,31.8,HB,30,5,Price by stem,$3.56,$3.99
Philodendron,Phi Congo Red,,80,31.8,QB,15,5,Price by stem,$3.98,$4.36
Philodendron,Phi Congo Green,,80,31.8,HB,30,5,Price by stem,$3.56,$3.99
Philodendron,Phi Congo Green,,80,31.8,QB,15,5,Price by stem,$3.98,$4.36
Philodendron,Phi Xantal,,60,23.8,HB,100,10,Price by stem,$1.48,$1.68
Philodendron,Phi Xantal,,60,23.8,QB,50,10,Price by stem,$1.61,$1.78
Philodendron,Phi Xantal,,60,23.8,1/8,30,10,Price by stem,$1.67,$1.81
Philodendron,Phi Lemon,,25,9.9,QB,500,10,Price by stem,$0.26,$0.29
Philodendron,Phi Lemon,,25,9.9,1/8,250,10,Price by stem,$0.29,$0.32
Philodendron,Phi Esmeralda,,40,15.9,HB,160,10,Price by stem,$0.92,$1.03
Philodendron,Phi Esmeralda,,40,15.9,QB,80,10,Price by stem,$1.00,$1.11
Philodendron,Phi Esmeralda,,40,15.9,1/8,40,10,Price by stem,$1.17,$1.26
Philodendron,Phi Xanadu,,40,15.9,HB,700,10,Price by stem,$0.42,$0.49
Philodendron,Phi Xanadu,,40,15.9,QB,350,10,Price by stem,$0.45,$0.51
Philodendron,Phi Xanadu,,40,15.9,1/8,165,10,Price by stem,$0.50,$0.56
Philodendron,Phi Xanadu,,40,15.9,GB-M,80,10,Price by stem,$0.69,$0.76
Philodendron,Phi Hope,,40,15.9,HB,500,10,Price by stem,$0.54,$0.61
Philodendron,Phi Hope,,40,15.9,QB,250,10,Price by stem,$0.57,$0.63
Philodendron,Phi Hope,,40,15.9,1/8,130,10,Price by stem,$0.61,$0.67
Fern,Davalia,,60,23.8,HB,200,10,Price by stem,$1.10,$1.25
Fern,Davalia,,60,23.8,QB,100,10,Price by stem,$1.17,$1.31
Fern,Davalia,,60,23.8,1/8C,50,10,Price by stem,$1.49,$1.65
Fern,Felicium Fern (not USA),Serrucho,50,19.9,HB,200,10,Price by stem,$0.92,$1.04
Fern,Felicium Fern (not USA),Serrucho,50,19.9,BB,125,10,Price by stem,$0.94,$1.06
Fern,Felicium Fern (not USA),Serrucho,50,19.9,1/8C,70,10,Price by stem,$1.07,$1.19
Fern,Esparrago plumosa,,50,19.9,HB,200,10,Price by stem,$1.03,$1.17
Fern,Esparrago plumosa,,50,19.9,QB,100,10,Price by stem,$1.10,$1.23
Fern,Esparrago plumosa,,50,19.9,1/8,50,10,Price by stem,$1.24,$1.36
Fern,Helecho Macho,Helecho Macho,50,19.9,HB,500,10,Price by stem,$0.55,$0.63
Fern,Helecho Macho,Helecho Macho,50,19.9,QB,200,10,Price by stem,$0.62,$0.71
Fern,Helecho Macho,Helecho Macho,50,19.9,1/8C,130,10,Price by stem,$0.69,$0.77
Fern,Lettuce Fern,,50,19.9,HB,200,10,Price by stem,$0.75,$0.85
Fern,Lettuce Fern,,50,19.9,QB,100,10,Price by stem,$0.82,$0.91
Fern,Lettuce Fern,,50,19.9,1/8,50,10,Price by stem,$0.96,$1.04
Fern,Foliate,,50,19.9,HB,250,10,Price by stem,$0.80,$0.91
Fern,Foliate,,50,19.9,QB,150,10,Price by stem,$0.78,$0.87
Fern,Foliate,,50,19.9,1/8,80,10,Price by stem,$0.85,$0.94
Fern,Twisted fern,Tornillo,50,19.9,HB,200,10,Price by stem,$0.74,$0.84
Fern,Twisted fern,Tornillo,50,19.9,BB,130,10,Price by stem,$0.75,$0.84
Fern,Twisted fern,Tornillo,50,19.9,1/8C,70,10,Price by stem,$0.89,$0.99
Pandanus,Pandanus Green,,80,31.8,HB,500,10,Price by stem,$0.30,$0.34
Pandanus,Pandanus Green,,80,31.8,QB,250,10,Price by stem,$0.33,$0.36
Pandanus,Pandanus Green,,80,31.8,1/8,130,10,Price by stem,$0.37,$0.40
Pandanus,Pandanus Variegated,,80,31.8,HB,500,10,Price by stem,$0.30,$0.34
Pandanus,Pandanus Variegated,,80,31.8,QB,250,10,Price by stem,$0.33,$0.36
Pandanus,Pandanus Variegated,,80,31.8,1/8,130,10,Price by stem,$0.37,$0.40
Pandanus,Pandanus Curly variegated,,50,19.9,HB,135,1,Price by stem,$1.18,$1.33
Pandanus,Pandanus Curly variegated,,50,19.9,QB,70,1,Price by stem,$1.25,$1.39
Pandanus,Pandanus Curly variegated,,50,19.9,1/8,35,1,Price by stem,$1.44,$1.57
Monedita,Monedita,,50,19.9,HB,200,10,Price by stem,$0.74,$0.84
Monedita,Monedita,,50,19.9,QB,100,10,Price by stem,$0.81,$0.90
Monedita,Monedita,,50,19.9,1/8,50,10,Price by stem,$0.95,$1.03
Tips,Croton tip lemon dop,,45,17.9,HB,400,10,Price by stem,$0.49,$0.55
Tips,Croton tip lemon dop,,45,17.9,QB,200,10,Price by stem,$0.51,$0.58
empac,Croton tip lemon dop,,45,17.9,1/8,100,10,Price by stem,$0.58,$0.64
Tips,Croton tip baby doll,,45,17.9,HB,120,3,Price by stem,$1.40,$1.58
Tips,Croton tip baby doll,,45,17.9,QB,60,3,Price by stem,$1.50,$1.68
Tips,Croton tip thin,,45,17.9,HB,400,10,Price by stem,$0.53,$0.60
Tips,Croton tip thin,,45,17.9,QB,200,10,Price by stem,$0.55,$0.63
Tips,Croton tip thin,,45,17.9,1/8,100,10,Price by stem,$0.62,$0.69
Tips,Schefflera tip Green,,45,17.9,HB,70,5,Price by stem,$2.00,$2.26
Tips,Schefflera tip Green,,45,17.9,QB,35,5,Price by stem,$2.19,$2.42
Tips,Schefflera tip Bicolor,,45,17.9,HB,70,5,Price by stem,$2.00,$2.26
Tips,Schefflera tip Bicolor,,45,17.9,QB,35,5,Price by stem,$2.19,$2.42
Tips,Anglonema tip Green,,45,17.9,HB,120,5,Price by stem,$1.05,$1.18
Tips,Anglonema tip Green,,45,17.9,QB,60,5,Price by stem,$1.15,$1.28
Tips,Anglonema tip Green,,45,17.9,1/8,30,5,Price by stem,$1.39,$1.49
Tips,Anglonema tip Snow White,,45,17.9,HB,120,5,Price by stem,$1.40,$1.58
Tips,Anglonema tip Snow White,,45,17.9,QB,60,5,Price by stem,$1.50,$1.68
Tips,Anglonema tip Snow White,,45,17.9,1/8,30,5,Price by stem,$1.74,$1.89
Tips,Anglonema tip Pink and Green CE,,45,17.9,HB,120,5,Price by stem,$1.40,$1.58
Tips,Anglonema tip Pink and Green CE,,45,17.9,QB,60,5,Price by stem,$1.50,$1.68
Tips,Anglonema tip Pink and Green CE,,45,17.9,1/8,30,5,Price by stem,$1.74,$1.89
Tips,Anglonema tip Pink and Green LM,,45,17.9,HB,120,5,Price by stem,$1.40,$1.58
Tips,Anglonema tip Pink and Green LM,,45,17.9,QB,60,5,Price by stem,$1.50,$1.68
Tips,Anglonema tip Pink and Green LM,,45,17.9,1/8,30,5,Price by stem,$1.74,$1.89
Tips,Podocarpus,,50,19.9,HB,140,5,Price by stem,$1.08,$1.22
Tips,Podocarpus,,50,19.9,QB,70,5,Price by stem,$1.17,$1.30
Tips,Podocarpus,,50,19.9,1/8C,40,5,Price by stem,$1.48,$1.63
Coffee leaves,Coffee leaf,,70,27.8,HB,250,10,Price by stem,$0.66,$0.75
Coffee leaves,Coffee leaf,,70,27.8,BB,150,10,Price by stem,$0.68,$0.77
Coffee leaves,Coffee leaf,,70,27.8,1/8,50,10,Price by stem,$0.95,$1.03
Aralia,Aralia Leaves,,20,7.9,1/8,50,10,Price by stem,$0.88,$0.94
Aspidistra,Aspidistra leaves,,50,19.9,HB,500,10,Price by stem,$0.36,$0.41
Aspidistra,Aspidistra leaves,,50,19.9,QB,250,10,Price by stem,$0.39,$0.43
Aspidistra,Aspidistra leaves,,50,19.9,1/8,130,10,Price by stem,$0.43,$0.47
Schefflera leaves,Schefflera leaves,,20,7.9,1/8,50,5,Price by stem,$0.87,$0.93
Philodendron,Aralia Japonica,,40,15.9,1/8,30,10,Price by stem,$1.70,$1.84
Dried & Preserved,Dried Monochromatic Box Green,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Xmass,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Red,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Metallic,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Eart,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Fall,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Pink/Red,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Bleached,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Pink,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Fucsia,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Lavender,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Light Pink,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Dried Monochromatic Box Pastel,,50-60,19.9,1/8C,20,-,Price by bunch,$6.76,$7.61
Dried & Preserved,Wow Dried Box,,mix,-,1/8,1,71,Price by box,$85.51,$95.13
Dried & Preserved,Wow Dried Box,,mix,-,1/8,1,71,Price by box,$85.51,$95.13
Dried & Preserved,Wow Dried Box,,mix,-,1/8,1,71,Price by box,$85.51,$95.13
Dried & Preserved,Deco Dry Xmass,,mix,-,1/8,1,80,Price by box,$53.77,$58.63
Dried & Preserved,Jingle Preserved Box,,mix,-,1/8,1,135,Price by box,$94.27,$105.21
Dried & Preserved,Dried Deco Pink Box,,-,-,1/8,1,80,Price by box,$53.77,$58.63
Dried & Preserved,Dried Enchanted Pink Box,,-,-,1/8,1,135,Price by box,$94.27,$105.21
Dried & Preserved,Dried Pampas Slim summer mix,,90,35.7,1/8XL,150,10,Price by stem,$0.88,$0.99
Dried & Preserved,Dried Pampas Slim fall mix,,90,35.7,1/8XL,150,10,Price by stem,$0.88,$0.99
Dried & Preserved,Dried Summer Box,,-,-,1/8,15,39,Price by box,$32.63,$37.31
Dried & Preserved,Dried Eternal Box,Square box,14x14x7,-,BB,10,,Price by box,$17.13,$19.38
Dried & Preserved,Dried Eternal Box,Square box,14x14x7,-,GB-M,4,,Price by box,$19.12,$21.19
Dried & Preserved,Dried Eternal Rose Box,Square box,14x14x7,-,BB,10,,Price by box,$18.51,$20.97
Dried & Preserved,Dried Eternal Rose Box,Square box,14x14x7,-,GB-M,4,,Price by box,$20.50,$22.78
Dried & Preserved,Dried BQT Eternal Large Xmass Mix,"Blush, Bleach, Twiligth, Shine, Sky, Velvet, Sangria, Golden",55,21.8,HB,8,26,Price by bouquet,$23.03,$26.09
Dried & Preserved,Dried BQT Eternal Large Xmass Mix,"Blush, Bleach, Twiligth, Shine, Sky, Velvet, Sangria, Golden",55,21.8,BB,4,26,Price by bouquet,$26.24,$29.38
Dried & Preserved,Dried BQT Eternal Large Fall Mix,"Blush, Bleach, Twiligth, Shine, Sky, Velvet, Sangria, Golden",55,21.8,HB,8,26,Price by bouquet,$23.03,$26.09
Dried & Preserved,Dried BQT Eternal Large Fall Mix,"Blush, Bleach, Twiligth, Shine, Sky, Velvet, Sangria, Golden",55,21.8,BB,4,26,Price by bouquet,$26.24,$29.38
Dried & Preserved,Dried BQT Eternal Large Vday Mix,,55,21.8,HB,8,26,Price by bouquet,$23.03,$26.09
Dried & Preserved,Dried BQT Eternal Large Vday Mix,,55,21.8,BB,4,26,Price by bouquet,$26.24,$29.38
Dried & Preserved,Dried BQT Eternal Regular Mix,,45,17.9,HB,20,10,Price by bouquet,$12.53,$14.25
Dried & Preserved,Dried BQT Eternal Regular Mix,,45,17.9,BB,12,10,Price by bouquet,$12.86,$14.52
Dried & Preserved,Dried BQT Eternal Regular Mix,,45,17.9,1/8C,6,10,Price by bouquet,$14.98,$16.70
