quarter,supplier,stem_name,stem_type,total_stems,quarterly_events,avg_stems_per_event,annual_total
1,Agrogana,Mini Calla Lily Purple - La Paz,,30,181,0.1657,95
2,Agrogana,Mini Calla Lily Purple - La Paz,,60,720,0.0833,95
3,Agrogana,Mini Calla Lily Purple - La Paz,,5,672,0.0074,95
2,Agrogana,Scabiosa Pink - Scoop Candy,,5,720,0.0069,95
3,Agrogana,Scabiosa Pink - Scoop Candy,,90,672,0.1339,95
3,Agrogana,Baby's Breath,,10,672,0.0149,90
4,Agrogana,Baby's Breath,,80,641,0.1248,90
1,Agrogana,Ranunculus Cream- Romance Hydra,,90,181,0.4972,90
2,Agrogana,Ranunculus Violet,,5,720,0.0069,90
3,Agrogana,Ranunculus Violet,,20,672,0.0298,90
4,Agrogana,Ranunculus Violet,,65,641,0.1014,90
3,Agrogana,Rose Coral (green center) - Mandarin Expression,,90,672,0.1339,90
3,Agrogana,Scabiosa Pink - Scoop Raspberry,,50,672,0.0744,90
4,Agrogana,Scabiosa Pink - Scoop Raspberry,,40,641,0.0624,90
2,Agrogana,Spray Rose Blush - Be Nice,,35,720,0.0486,90
3,Agrogana,Spray Rose Blush - Be Nice,,15,672,0.0223,90
4,Agrogana,Spray Rose Blush - Be Nice,,40,641,0.0624,90
1,Agrogana,Gerbera Bellita,,35,181,0.1934,85
3,Agrogana,Gerbera Bellita,,50,672,0.0744,85
2,Agrogana,Limonium - Hot Pink Tint,,45,720,0.0625,85
3,Agrogana,Limonium - Hot Pink Tint,,40,672,0.0595,85
2,Agrogana,Mini Gerbera Pastini Vittoria,,10,720,0.0139,85
3,Agrogana,Mini Gerbera Pastini Vittoria,,75,672,0.1116,85
4,Agrogana,Mum Ball Purple - Lychee,,85,641,0.1326,85
3,Agrogana,Tweedia Pink,,85,672,0.1265,85
2,Agrogana,Anemone Levante 40cm - Rosa Chiaro,,20,720,0.0278,80
3,Agrogana,Anemone Levante 40cm - Rosa Chiaro,,40,672,0.0595,80
4,Agrogana,Anemone Levante 40cm - Rosa Chiaro,,20,641,0.0312,80
2,Agrogana,Ranunculus - Tinted Amnesia,,30,720,0.0417,80
4,Agrogana,Ranunculus - Tinted Amnesia,,50,641,0.078,80
3,Agrogana,Rose Cream/Blush - Priority,,80,672,0.119,80
1,Agrogana,Rose Orange/Peach- South Park,,10,181,0.0552,80
3,Agrogana,Rose Orange/Peach- South Park,,70,672,0.1042,80
1,Agrogana,Rose Red- Fortune,,50,181,0.2762,80
3,Agrogana,Rose Red- Fortune,,30,672,0.0446,80
2,Agrogana,Rose Yellow- Cubana,,80,720,0.1111,80
2,Agrogana,Anemone Levante 40cm - Fuschia,,75,720,0.1042,75
2,Agrogana,Anemone Light Pink,,50,720,0.0694,75
3,Agrogana,Anemone Light Pink,,25,672,0.0372,75
2,Agrogana,Gerbera Dorito,,35,720,0.0486,75
3,Agrogana,Gerbera Dorito,,40,672,0.0595,75
2,Agrogana,Ranunculus Purple - Elegance Malva,,55,720,0.0764,75
4,Agrogana,Ranunculus Purple - Elegance Malva,,20,641,0.0312,75
2,Agrogana,Rose Orange - Nexus,,55,720,0.0764,75
3,Agrogana,Rose Orange - Nexus,,10,672,0.0149,75
4,Agrogana,Rose Orange - Nexus,,10,641,0.0156,75
2,Agrogana,Rose Pink - Art Deco,,10,720,0.0139,75
3,Agrogana,Rose Pink - Art Deco,,40,672,0.0595,75
4,Agrogana,Rose Pink - Art Deco,,25,641,0.039,75
3,Agrogana,Alstroemeria Peach - Lorena,,70,672,0.1042,70
2,Agrogana,Anemone Levante 40cm - Pink,,20,720,0.0278,70
4,Agrogana,Anemone Levante 40cm - Pink,,50,641,0.078,70
2,Agrogana,Baby's Breath - Orange Tint,,35,720,0.0486,70
4,Agrogana,Baby's Breath - Orange Tint,,35,641,0.0546,70
3,Agrogana,Lilliput Dark Burgundy/Pink- Tau,,70,672,0.1042,70
3,Agrogana,Rose Blush - Shy,,70,672,0.1042,70
3,Agrogana,Rose Peach - Country Home,,70,672,0.1042,70
4,Agrogana,Amaranthus - Hanging Coral,,65,641,0.1014,65
4,Agrogana,Baby's Breath - Copper Tint,,65,641,0.1014,65
1,Agrogana,Bronze/gold Football Mum,,20,181,0.1105,65
3,Agrogana,Bronze/gold Football Mum,,5,672,0.0074,65
4,Agrogana,Bronze/gold Football Mum,,40,641,0.0624,65
3,Agrogana,Chrysanthemum-Rosetta Dark Bronze,,30,672,0.0446,65
4,Agrogana,Chrysanthemum-Rosetta Dark Bronze,,35,641,0.0546,65
3,Agrogana,Delphinium- Belladonna White,,55,672,0.0818,65
4,Agrogana,Delphinium- Belladonna White,,10,641,0.0156,65
2,Agrogana,Mini Carnation - Moorea,,25,720,0.0347,65
4,Agrogana,Mini Carnation - Moorea,,40,641,0.0624,65
1,Agrogana,Mini Gerbera Pasta Rossata,,35,181,0.1934,65
3,Agrogana,Mini Gerbera Pasta Rossata,,30,672,0.0446,65
4,Agrogana,Moderna Butterfly Ranunculus - Energia,,65,641,0.1014,65
1,Agrogana,Rose White - Escimo,,10,181,0.0552,65
4,Agrogana,Rose White - Escimo,,55,641,0.0858,65
3,Agrogana,Be Loving Spray Rose,,45,672,0.067,60
4,Agrogana,Be Loving Spray Rose,,15,641,0.0234,60
1,Agrogana,Blue Thistle,Thistle,10,181,0.0552,60
2,Agrogana,Blue Thistle,Thistle,25,720,0.0347,60
4,Agrogana,Blue Thistle,Thistle,25,641,0.039,60
3,Agrogana,Calla Lily - Crystal Blush,,60,672,0.0893,60
1,Agrogana,Carnation - Copper Extasis,,30,181,0.1657,60
2,Agrogana,Carnation - Copper Extasis,,10,720,0.0139,60
3,Agrogana,Carnation - Copper Extasis,,20,672,0.0298,60
3,Agrogana,Chrysanthemum Zembla White,,60,672,0.0893,60
2,Agrogana,Gerbera Sundae,,40,720,0.0556,60
3,Agrogana,Gerbera Sundae,,20,672,0.0298,60
3,Agrogana,Mum Ball Red - Testarossa,,60,672,0.0893,60
4,Agrogana,Rose Cream - Spectra,,60,641,0.0936,60
4,Agrogana,Rose Peach- Nectarine,,60,641,0.0936,60
2,Agrogana,Scabiosa White - Scoop Milky,,5,720,0.0069,60
3,Agrogana,Scabiosa White - Scoop Milky,,5,672,0.0074,60
4,Agrogana,Scabiosa White - Scoop Milky,,50,641,0.078,60
1,Agrogana,Lisianthus Hot Pink,,45,181,0.2486,55
4,Agrogana,Lisianthus Hot Pink,,10,641,0.0156,55
1,Agrogana,Mini Gerbera - Macaron,,30,181,0.1657,55
3,Agrogana,Mini Gerbera - Macaron,,25,672,0.0372,55
2,Agrogana,Baby's Breath - Lavender Tint,,15,720,0.0208,50
3,Agrogana,Baby's Breath - Lavender Tint,,25,672,0.0372,50
4,Agrogana,Baby's Breath - Lavender Tint,,10,641,0.0156,50
2,Agrogana,Dried - Bunny Tail White,,50,720,0.0694,50
4,Agrogana,Fiorino Hot Pink - Leo,,50,641,0.078,50
2,Agrogana,Gerbera-Pastini Aroma,,30,720,0.0417,50
3,Agrogana,Gerbera-Pastini Aroma,,10,672,0.0149,50
4,Agrogana,Gerbera-Pastini Aroma,,10,641,0.0156,50
2,Agrogana,Mini Calla Lily Cream,,35,720,0.0486,50
3,Agrogana,Mini Calla Lily Cream,,15,672,0.0223,50
3,Agrogana,Mini Carnation - Clavel Vinium,,20,672,0.0298,50
4,Agrogana,Mini Carnation - Clavel Vinium,,30,641,0.0468,50
4,Agrogana,Mini Carnation Yellow- Alessia,,50,641,0.078,50
3,Agrogana,Rose Hot Pink - Dark Xpression,,50,672,0.0744,50
3,Agrogana,Rose Orange Santana,,50,672,0.0744,50
4,Agrogana,Rose Pink- Impression,,50,641,0.078,50
2,Agrogana,Gerbera Sympathy,,30,720,0.0417,45
4,Agrogana,Gerbera Sympathy,,15,641,0.0234,45
2,Agrogana,Ornithogalum - Orange,,45,720,0.0625,45
3,Agrogana,Scabiosa Purple/Fuschia - Scoop Red Velvet,,45,672,0.067,45
2,Agrogana,Carnation Peach - Novia,,20,720,0.0278,40
4,Agrogana,Carnation Peach - Novia,,20,641,0.0312,40
2,Agrogana,Gerbera Pasta Rosatta,,40,720,0.0556,40
2,Agrogana,Gerbera Pastini Emilia,,25,720,0.0347,40
4,Agrogana,Gerbera Pastini Emilia,,15,641,0.0234,40
4,Agrogana,Leucadendron Red - Safari Sunset,,40,641,0.0624,40
4,Agrogana,Limonium - Chocolate Brown Tint,,40,641,0.0624,40
4,Agrogana,Mini Carnation Burgundy - Chateau,,40,641,0.0624,40
4,Agrogana,Orange Butterfly Ranunculus,Butterfly Ranunculus,40,641,0.0624,40
3,Agrogana,Raffine Blush - Petit Aimee,,40,672,0.0595,40
3,Agrogana,Rose Mauve - Teddys,,20,672,0.0298,40
4,Agrogana,Rose Mauve - Teddys,,20,641,0.0312,40
4,Agrogana,Rose Orange - Martina,,40,641,0.0624,40
2,Agrogana,Rose Peach - Queen Of Pearl,,40,720,0.0556,40
4,Agrogana,Rose Pink - Pink Monster,,40,641,0.0624,40
2,Agrogana,Solomio Mauve - Bono,,40,720,0.0556,40
3,Agrogana,Super Mum Lavender - Single Lady Dark,,40,672,0.0595,40
2,Agrogana,White Baby's Breath,,30,720,0.0417,40
3,Agrogana,White Baby's Breath,,10,672,0.0149,40
3,Agrogana,Anemone Blue and White,,35,672,0.0521,35
4,Agrogana,Gerbera Choiz,,35,641,0.0546,35
4,Agrogana,Gold Painted Limonium,,35,641,0.0546,35
2,Agrogana,Rose White - Moonstone,,30,720,0.0417,35
4,Agrogana,Rose White - Moonstone,,5,641,0.0078,35
1,Agrogana,Solomio Blush - Gil,,5,181,0.0276,35
2,Agrogana,Solomio Blush - Gil,,30,720,0.0417,35
2,Agrogana,Tinted Spray Rose - Light Blue,,10,720,0.0139,35
3,Agrogana,Tinted Spray Rose - Light Blue,,25,672,0.0372,35
4,Agrogana,Aster - White Chelsea,,30,641,0.0468,30
3,Agrogana,Bupleurum,,30,672,0.0446,30
1,Agrogana,Carnation Hot Pink - Bizet,,30,181,0.1657,30
4,Agrogana,Carnation Peach - Lizzy,,30,641,0.0468,30
4,Agrogana,Carnation Pink - Bubblicious,,30,641,0.0468,30
3,Agrogana,Cremon Bronze - Fuego,,30,672,0.0446,30
4,Agrogana,Didiscus - White,,30,641,0.0468,30
4,Agrogana,Fiorino Hot Pink - Jay,,30,641,0.0468,30
3,Agrogana,Fiorino Purple,,30,672,0.0446,30
4,Agrogana,Mini Gerbera - Opus,,30,641,0.0468,30
4,Agrogana,Pompon Cushion Dark Bronze - Tusca,,30,641,0.0468,30
2,Agrogana,Purple Lisianthus,Lisianthus,10,720,0.0139,30
3,Agrogana,Purple Lisianthus,Lisianthus,10,672,0.0149,30
4,Agrogana,Purple Lisianthus,Lisianthus,10,641,0.0156,30
4,Agrogana,Ranunculus - Tinted Caramel,,30,641,0.0468,30
3,Agrogana,Rose Blush - Charming Corneille,,30,672,0.0446,30
2,Agrogana,Rose Blush/cream - Marzipan,,30,720,0.0417,30
4,Agrogana,Rose Lavender/Mauve - Brujas,,30,641,0.0468,30
4,Agrogana,Rose Orange/Yellow- Carumba,,30,641,0.0468,30
3,Agrogana,Rose Orange/Yellow- High and Magic,,10,672,0.0149,30
4,Agrogana,Rose Orange/Yellow- High and Magic,,20,641,0.0312,30
2,Agrogana,Rose Pink - Martina Pink,,30,720,0.0417,30
4,Agrogana,Thistle Eryngium - Blue Lagoon,,30,641,0.0468,30
4,Agrogana,Baby's Breath - Raspberry Tint,,25,641,0.039,25
4,Agrogana,Carnation Blush - Mizuky,,25,641,0.039,25
1,Agrogana,Gerbera Bolero JayJay,,25,181,0.1381,25
2,Agrogana,Mini Calla Lily - Mango,,25,720,0.0347,25
2,Agrogana,Mini Calla Lily - Pink,,20,720,0.0278,25
3,Agrogana,Mini Calla Lily - Pink,,5,672,0.0074,25
2,Agrogana,Mini Carnation Red- Aragon,,25,720,0.0347,25
4,Agrogana,Ornithogalum - White,,25,641,0.039,25
1,Agrogana,Raffine - Petit Odile - Lavender,,25,181,0.1381,25
2,Agrogana,Rose Pink- Sweet Memory,,25,720,0.0347,25
4,Agrogana,Rose Red - Red Monster,,25,641,0.039,25
2,Agrogana,Rose Yellow- Brighton,,20,720,0.0278,25
4,Agrogana,Rose Yellow- Brighton,,5,641,0.0078,25
2,Agrogana,Rose Yellow - Lighthouse,,25,720,0.0347,25
2,Agrogana,Statice Hot Pink,,5,720,0.0069,25
3,Agrogana,Statice Hot Pink,,15,672,0.0223,25
4,Agrogana,Statice Hot Pink,,5,641,0.0078,25
4,Agrogana,Amaranthus- Red Upright - Short,,20,641,0.0312,20
3,Agrogana,Cremon Red - Rosseta,,20,672,0.0298,20
4,Agrogana,Fiorino Pink/White- Tatto,,20,641,0.0312,20
1,Agrogana,Gerbera Peach,,20,181,0.1105,20
4,Agrogana,Hypericum Red,,20,641,0.0312,20
2,Agrogana,Light Pink Tinted Baby's Breath,,20,720,0.0278,20
3,Agrogana,Lisianthus Blush,,20,672,0.0298,20
2,Agrogana,Mini Gerbera Pastini Rivello,,20,720,0.0278,20
3,Agrogana,Mum Salmon - Oefa,,20,672,0.0298,20
4,Agrogana,Preserved - White Israeli Ruscus,,20,641,0.0312,20
2,Agrogana,Ranunculus Purple - Cloni Success Renoir,,20,720,0.0278,20
2,Agrogana,Rose Blush - Blessing,,20,720,0.0278,20
2,Agrogana,Rose Blush - La Vie En Rose,,20,720,0.0278,20
3,Agrogana,Rose Orange- Jalah,,20,672,0.0298,20
2,Agrogana,Rose Red - Red Paris,,20,720,0.0278,20
2,Agrogana,Rose Red - Scarlatta,,20,720,0.0278,20
2,Agrogana,Spray Rose Blush- Starblush,,20,720,0.0278,20
1,Agrogana,Stock Mauve,Stock,20,181,0.1105,20
4,Agrogana,Sweet Pea Blush,,20,641,0.0312,20
2,Agrogana,Sweet Pea Hot Pink,,20,720,0.0278,20
4,Agrogana,(UNAVAILABLE) - Carnation Burgundy - Clavel Velvet,,20,641,0.0312,20
2,Agrogana,White Scoop Scabiosa,Scabiosa,20,720,0.0278,20
2,Agrogana,Blush Ranunculus,,5,720,0.0069,15
3,Agrogana,Blush Ranunculus,,5,672,0.0074,15
4,Agrogana,Blush Ranunculus,,5,641,0.0078,15
4,Agrogana,Burgundy Ranunculus,,15,641,0.0234,15
2,Agrogana,Butterfly Ranunculus Yellow - Artemis,,15,720,0.0208,15
2,Agrogana,Carnation Peach - Minami,,15,720,0.0208,15
1,Agrogana,Hypericum Pink,,15,181,0.0829,15
1,Agrogana,Mayras Pink,,15,181,0.0829,15
3,Agrogana,Nigella Light Pink,,15,672,0.0223,15
3,Agrogana,Quinoa - Golden Afternoon,,15,672,0.0223,15
2,Agrogana,Rose Brown - Cafe Del Mar,,15,720,0.0208,15
2,Agrogana,Rose Purple - Country Blues,,15,720,0.0208,15
4,Agrogana,Rose Purple/Mauve- Govinda,,15,641,0.0234,15
2,Agrogana,Solomio pink/purple- Trendy Tessino,,15,720,0.0208,15
1,Agrogana,Statice Sinzil Lilac,,5,181,0.0276,15
2,Agrogana,Statice Sinzil Lilac,,10,720,0.0139,15
4,Agrogana,Amaranthus Upright Bronze,,10,641,0.0156,10
3,Agrogana,Baby's Breath - Purple Tint,,10,672,0.0149,10
4,Agrogana,Hypericum White,,10,641,0.0156,10
4,Agrogana,Limonium - Pumpkin Orange Tint,,10,641,0.0156,10
1,Agrogana,Linette Cremon,,5,181,0.0276,10
4,Agrogana,Linette Cremon,,5,641,0.0078,10
3,Agrogana,Matilda,,5,672,0.0074,10
4,Agrogana,Matilda,,5,641,0.0078,10
4,Agrogana,Mini Calla Lily White,,10,641,0.0156,10
4,Agrogana,Mini Carnation Pink Roxanne,,10,641,0.0156,10
4,Agrogana,Peach Stock,,10,641,0.0156,10
2,Agrogana,Pink Ranunculus,,10,720,0.0139,10
3,Agrogana,Ranunculus Pink/Green - Pon Pon Magenta,,10,672,0.0149,10
3,Agrogana,Romancero Salmon - Disbud Chrysanthemum,,10,672,0.0149,10
4,Agrogana,Rose Pink/Cream- Esperance,,10,641,0.0156,10
2,Agrogana,Rose White - Mojito,,10,720,0.0139,10
2,Agrogana,Rose Yellow - Be Kind,,10,720,0.0139,10
3,Agrogana,Rose Yellow- High and Yellow,,10,672,0.0149,10
4,Agrogana,Rose Yellow- New Flash,,10,641,0.0156,10
3,Agrogana,Solomio Hot Pink - Clown Novelty,,10,672,0.0149,10
2,Agrogana,Tinted Carnation - Light Blue,,10,720,0.0139,10
3,Agrogana,Tinted Ranunculus - Blue,,10,672,0.0149,10
2,Agrogana,Mini Carnation White - Selene,,5,720,0.0069,5
4,Agrogana,Pink Spray Rose,,5,641,0.0078,5
2,Agrogana,Rose Cream - Crème De La Crème,,5,720,0.0069,5
3,Agrogana,Spray Rose - Pink Yoyo,,5,672,0.0074,5
2,Agrogana,Trachelium - Corine Light Blue,,5,720,0.0069,5
4,Agrogana,White Pearl Baby's Breath,,5,641,0.0078,5
2,Blended Family Foliage,Smilax - Medium Bale - Spring Only,,31,720,0.0431,31
2,Blended Family Foliage,Smilax - Large Bale - Spring Only,,7,720,0.0097,7
2,Blended Family Foliage,Smilax Half Box,,1,720,0.0014,1
1,Designer,Salal,,20,181,0.1105,660
2,Designer,Salal,,520,720,0.7222,660
3,Designer,Salal,,120,672,0.1786,660
2,Designer,Rose White - Playa Blanca,Rose,425,720,0.5903,635
3,Designer,Rose White - Playa Blanca,Rose,75,672,0.1116,635
4,Designer,Rose White - Playa Blanca,Rose,135,641,0.2106,635
1,Designer,Eucalyptus - Parvifolia,Eucalyptus,40,181,0.221,520
2,Designer,Eucalyptus - Parvifolia,Eucalyptus,355,720,0.4931,520
3,Designer,Eucalyptus - Parvifolia,Eucalyptus,40,672,0.0595,520
4,Designer,Eucalyptus - Parvifolia,Eucalyptus,85,641,0.1326,520
1,Designer,Italian Ruscus Tall,,15,181,0.0829,295
2,Designer,Italian Ruscus Tall,,90,720,0.125,295
3,Designer,Italian Ruscus Tall,,80,672,0.119,295
4,Designer,Italian Ruscus Tall,,110,641,0.1716,295
1,Designer,Delphinium Light Blue - Bella Donna,,40,181,0.221,240
2,Designer,Delphinium Light Blue - Bella Donna,,180,720,0.25,240
3,Designer,Delphinium Light Blue - Bella Donna,,20,672,0.0298,240
2,Designer,Mum Ball White - Evidence,,30,720,0.0417,230
3,Designer,Mum Ball White - Evidence,,200,672,0.2976,230
2,Designer,Baby's Breath White - Xlence,,120,720,0.1667,195
4,Designer,Baby's Breath White - Xlence,,75,641,0.117,195
2,Designer,Huckleberry Greenery,,150,720,0.2083,180
4,Designer,Huckleberry Greenery,,30,641,0.0468,180
2,Designer,Rose White - Tibet,,10,720,0.0139,170
3,Designer,Rose White - Tibet,,10,672,0.0149,170
4,Designer,Rose White - Tibet,,150,641,0.234,170
2,Designer,Larkspur Pink,Larkspur,120,720,0.1667,160
3,Designer,Larkspur Pink,Larkspur,40,672,0.0595,160
2,Designer,Eucalyptus - Baby Blue,,20,720,0.0278,140
3,Designer,Eucalyptus - Baby Blue,,60,672,0.0893,140
4,Designer,Eucalyptus - Baby Blue,,60,641,0.0936,140
2,Designer,Ranunculus - Coral Elegance,Ranunculus,120,720,0.1667,120
2,Designer,Ranunculus - Light Pink Elegance,,70,720,0.0972,110
3,Designer,Ranunculus - Light Pink Elegance,,40,672,0.0595,110
2,Designer,Israeli Ruscus,,45,720,0.0625,105
4,Designer,Israeli Ruscus,,60,641,0.0936,105
2,Designer,Cosmos - White,,30,720,0.0417,100
3,Designer,Cosmos - White,,70,672,0.1042,100
2,Designer,Garden Rose Pink - Candy X-pression,,100,720,0.1389,100
2,Designer,Rose Blush - Pink Mondial,,100,720,0.1389,100
2,Designer,Rose Coral - Mayra's Peach,,100,720,0.1389,100
2,Designer,Rose - Pink O'hare,,100,720,0.1389,100
2,Designer,Stock Peach,,100,720,0.1389,100
2,Designer,Spray Rose White - Floreana,,60,720,0.0833,85
4,Designer,Spray Rose White - Floreana,,25,641,0.039,85
3,Designer,Carnation Beige - Lege Marrone,,75,672,0.1116,75
2,Designer,Pink Stock,,70,720,0.0972,70
2,Designer,Ranunculus - Hot Pink Elegance,Ranunculus,70,720,0.0972,70
2,Designer,Scabiosa White - Focal Scoop,,70,720,0.0972,70
2,Designer,Spray Rose - Candy Blush,,70,720,0.0972,70
2,Designer,Fruit Add On,,10,720,0.0139,64
3,Designer,Fruit Add On,,39,672,0.058,64
4,Designer,Fruit Add On,,15,641,0.0234,64
2,Designer,Aster - White Chelsea,,40,720,0.0556,60
3,Designer,Aster - White Chelsea,,20,672,0.0298,60
2,Designer,Delphinium Blush - Pink Planet,Delphinium,55,720,0.0764,55
2,Designer,Anemone Mistral Blush,Anemone,50,720,0.0694,50
4,Designer,Mini Calla Lily - White,,50,641,0.078,50
2,Designer,Poliantemus (Silver Dollar),,35,720,0.0486,50
4,Designer,Poliantemus (Silver Dollar),,15,641,0.0234,50
3,Designer,Rose Beige - Quicksand,,50,672,0.0744,50
2,Designer,Rose Burgundy - Heart,,50,720,0.0694,50
3,Designer,Rose Cream - Candlelight,,50,672,0.0744,50
2,Designer,Rose Peach - Phoenix,,50,720,0.0694,50
2,Designer,Campanula White,,40,720,0.0556,40
2,Designer,Delphinium - Blue Planet Spray (dark),Delphinium,40,720,0.0556,40
2,Designer,Orlaya,,40,720,0.0556,40
2,Designer,Ranunculus - Peach Elegance,,40,720,0.0556,40
2,Designer,Scabiosa Dark- Maraschino,,40,720,0.0556,40
3,Designer,Scabiosa Pink - Focal Scoop Bon Bon Vanilla,,40,672,0.0595,40
3,Designer,Snapdragon White,Snapdragon,40,672,0.0595,40
4,Designer,Spray Rose Yellow - Eastern Sun,,40,641,0.0624,40
2,Designer,Statice Sinzil Pink,,40,720,0.0556,40
3,Designer,Stock White,Stock,40,672,0.0595,40
1,Designer,Hydrangea Light Blue - Select,Hydrangea,15,181,0.0829,35
2,Designer,Hydrangea Light Blue - Select,Hydrangea,20,720,0.0278,35
2,Designer,Peony Pink/Blush - Sarah Bernhardt,,15,720,0.0208,35
3,Designer,Peony Pink/Blush - Sarah Bernhardt,,20,672,0.0298,35
2,Designer,Larkspur White,,30,720,0.0417,30
2,Designer,"Lavender - Dried (Amazon, 100 Pack)",,30,720,0.0417,30
2,Designer,Nagi,,30,720,0.0417,30
4,Designer,Ranunculus - Orange Elegance,Ranunculus,30,641,0.0468,30
3,Designer,Spray Rose - Sahara Sensation,,30,672,0.0446,30
4,Designer,Thistle Eryngium - Blue Lagoon,,30,641,0.0468,30
2,Designer,Carnation - Orange Flame,,25,720,0.0347,25
2,Designer,Peony Hot Pink,,25,720,0.0347,25
2,Designer,Peony White,,25,720,0.0347,25
2,Designer,Rose Dusty Mauve - Faith,,25,720,0.0347,25
4,Designer,Rose Terracotta - Coffee Break,,25,641,0.039,25
2,Designer,Anemone Mistral - Pinkie,,20,720,0.0278,20
2,Designer,Butterfly Ranunculus Blush - Ariande,,20,720,0.0278,20
2,Designer,Butterfly Ranunculus Light Yellow - Liati,,20,720,0.0278,20
2,Designer,Calla Lily - Medium White,,20,720,0.0278,20
4,Designer,Dahlia Peach,,20,641,0.0312,20
2,Designer,Ranunculus - Purple Elegance,,20,720,0.0278,20
2,Designer,Ranunculus - White Elegance,Ranunculus,20,720,0.0278,20
4,Designer,Solidago Yellow,,20,641,0.0312,20
2,Designer,Solomio White - Ard,,20,720,0.0278,20
2,Designer,Spray Rose Hot Pink - Fire Up,,20,720,0.0278,20
2,Designer,Statice Sinzil - Coral,,20,720,0.0278,20
3,Designer,Dahlia Burgundy,,15,672,0.0223,15
2,Designer,Olive Greenery,,10,720,0.0139,15
4,Designer,Olive Greenery,,5,641,0.0078,15
2,Designer,Hydrangea - Lime Green,,12,720,0.0167,12
2,Designer,Amaranthus- Hanging Green - 70cm,,10,720,0.0139,10
4,Designer,Carnation Red - Norku,,10,641,0.0156,10
2,Designer,Eucalyptus - Silver Dollar,,10,720,0.0139,10
4,Designer,Hypericum Burgundy,,10,641,0.0156,10
2,Designer,Lepidium Green,,10,720,0.0139,10
2,Designer,Queen Anne's Lace White,,10,720,0.0139,10
2,Designer,Snapdragon Orange,Snapdragon,10,720,0.0139,10
2,Designer,Spray Rose Pink - Elva,,10,720,0.0139,10
2,Designer,Spray Rose - White Majolica,,10,720,0.0139,10
2,Designer,Statice Sinzil Peach,,10,720,0.0139,10
2,Designer,Wax Flower Light Pink,,10,720,0.0139,10
1,Designer,Hydrangea White - Madame Emily,,6,181,0.0331,6
3,Designer,Peony - Coral Charm,,5,672,0.0074,5
4,Designer,Solomio White - Snow Tessino,,5,641,0.0078,5
4,Designer,Phalaenopsis Orchid Spray White 6-9 Blooms,,2,641,0.0031,2
2,Designer,"Succulent - Rosette 1""-3""",,1,720,0.0014,1
4,DV Flora,Italian Ruscus Tall,,180,641,0.2808,180
4,DV Flora,Rose White - Tibet,,150,641,0.234,150
4,DV Flora,Anemone Mistral White,Anemone,130,641,0.2028,130
4,DV Flora,Carnation Beige - Lege Marrone,,100,641,0.156,100
4,DV Flora,Eucalyptus - Cinerea,Eucalyptus,100,641,0.156,100
4,DV Flora,Rose Beige - Quicksand,,100,641,0.156,100
4,DV Flora,Spray Rose Peach - Bali,,90,641,0.1404,90
4,DV Flora,Huckleberry Greenery,,80,641,0.1248,80
4,DV Flora,Ranunculus - White Elegance,Ranunculus,70,641,0.1092,70
4,DV Flora,Eucalyptus - Seeded,Eucalyptus,60,641,0.0936,60
4,DV Flora,Limonium - Misty White,,55,641,0.0858,55
4,DV Flora,Butterfly Ranunculus Blush - Ariande,,20,641,0.0312,20
4,DV Flora,Dried - Bunny Tail Brown (Natural),,10,641,0.0156,10
2,Earthly Orchids,Phalaenopsis Orchid Spray White 6-9 Blooms,,97,720,0.1347,292
3,Earthly Orchids,Phalaenopsis Orchid Spray White 6-9 Blooms,,100,672,0.1488,292
4,Earthly Orchids,Phalaenopsis Orchid Spray White 6-9 Blooms,,95,641,0.1482,292
2,Earthly Orchids,Phalaenopsis Pink - Lianher Red Apple,,45,720,0.0625,45
1,East Texas Smilax,Smilax Half Box,,8,181,0.0442,89
2,East Texas Smilax,Smilax Half Box,,13,720,0.0181,89
3,East Texas Smilax,Smilax Half Box,,34,672,0.0506,89
4,East Texas Smilax,Smilax Half Box,,34,641,0.053,89
3,East Texas Smilax,Smilax Full Box,,40.5,672,0.0603,58.5
